Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
(s),(mm),(kN),(%),(MPa)
188.714,6.0607,6.7776,0.6357,114.0024
188.734,6.0613,6.7778,0.6361,114.0062
188.754,6.0619,6.7782,0.6364,114.0117
188.774,6.0626,6.7785,0.6368,114.0173
188.794,6.0632,6.7788,0.6372,114.0222
188.814,6.0639,6.7793,0.6376,114.03
188.834,6.0646,6.7798,0.638,114.0386
188.854,6.0652,6.7802,0.6384,114.0467
188.874,6.066,6.7808,0.6388,114.0561
188.894,6.0667,6.7814,0.6392,114.0654
188.914,6.0674,6.7818,0.6396,114.0721
188.934,6.068,6.7821,0.64,114.0786
188.954,6.0687,6.7825,0.6404,114.085
188.974,6.0694,6.783,0.6408,114.0923
188.994,6.07,6.7834,0.6411,114.0997
189.014,6.0706,6.7836,0.6415,114.103
189.034,6.0712,6.7837,0.6419,114.1055
189.054,6.0718,6.784,0.6422,114.1098
189.074,6.0725,6.7844,0.6426,114.1168
189.094,6.0732,6.7849,0.643,114.1252
189.114,6.0739,6.7854,0.6434,114.1328
189.134,6.0746,6.786,0.6438,114.1429
189.154,6.0753,6.7865,0.6442,114.1525
189.174,6.076,6.787,0.6446,114.1609
189.194,6.0767,6.7875,0.645,114.1682
189.214,6.0773,6.7878,0.6454,114.1737
189.234,6.078,6.7881,0.6458,114.1782
189.254,6.0786,6.7886,0.6462,114.187
189.274,6.0793,6.789,0.6466,114.1942
189.294,6.08,6.7894,0.6469,114.2002
189.314,6.0806,6.7897,0.6473,114.206
189.334,6.0813,6.79,0.6477,114.2108
189.354,6.0819,6.7904,0.6481,114.2171
189.374,6.0826,6.791,0.6485,114.2279
189.394,6.0834,6.7916,0.6489,114.2375
189.414,6.0841,6.7922,0.6493,114.2471
189.434,6.0847,6.7926,0.6497,114.2545
189.454,6.0853,6.7929,0.6501,114.2593
189.474,6.086,6.7932,0.6505,114.2642
189.494,6.0866,6.7934,0.6508,114.2682
189.514,6.0873,6.7937,0.6512,114.2725
189.534,6.0879,6.794,0.6516,114.2786
189.554,6.0885,6.7944,0.6519,114.2841
189.574,6.0892,6.7948,0.6523,114.2918
189.594,6.0899,6.7953,0.6528,114.2997
189.614,6.0906,6.7957,0.6531,114.3075
189.634,6.0913,6.7962,0.6535,114.3153
189.654,6.0919,6.7967,0.6539,114.323
189.674,6.0926,6.7972,0.6543,114.3319
189.694,6.0933,6.7976,0.6547,114.338
189.714,6.0939,6.7978,0.6551,114.3425
189.734,6.0946,6.7981,0.6555,114.3477
189.754,6.0952,6.7984,0.6558,114.3517
189.774,6.0958,6.7987,0.6562,114.3571
189.794,6.0965,6.7992,0.6566,114.365
189.814,6.0972,6.7996,0.657,114.3725
189.834,6.0979,6.8001,0.6574,114.3804
189.854,6.0986,6.8008,0.6578,114.3916
189.874,6.0993,6.8013,0.6582,114.4016
189.894,6.1,6.8018,0.6586,114.4099
189.914,6.1007,6.8023,0.659,114.4173
189.934,6.1014,6.8025,0.6594,114.4219
189.954,6.102,6.8029,0.6598,114.4285
189.974,6.1027,6.8033,0.6602,114.435
189.994,6.1033,6.8037,0.6606,114.441
190.014,6.104,6.8041,0.661,114.4476
190.034,6.1046,6.8045,0.6613,114.4541
190.054,6.1053,6.8049,0.6617,114.4611
190.074,6.106,6.8055,0.6621,114.4712
190.094,6.1067,6.806,0.6626,114.48
190.114,6.1074,6.8065,0.663,114.4876
190.134,6.1081,6.8069,0.6634,114.4945
190.154,6.1088,6.8073,0.6638,114.5018
190.174,6.1094,6.8077,0.6641,114.5092
190.194,6.1101,6.808,0.6645,114.514
190.214,6.1107,6.8082,0.6649,114.517
190.234,6.1113,6.8084,0.6652,114.5211
190.254,6.1119,6.8087,0.6656,114.5251
190.274,6.1126,6.8091,0.666,114.5314
190.294,6.1132,6.8094,0.6663,114.5372
190.314,6.1139,6.8097,0.6667,114.5426
190.334,6.1145,6.8101,0.6671,114.5496
190.354,6.1152,6.8105,0.6675,114.5559
190.374,6.1159,6.8109,0.6679,114.5622
190.394,6.1166,6.8114,0.6683,114.5707
190.414,6.1172,6.8118,0.6687,114.5772
190.434,6.1179,6.8121,0.6691,114.5827
190.454,6.1185,6.8125,0.6694,114.5895
190.474,6.1192,6.813,0.6698,114.5974
190.494,6.1199,6.8135,0.6702,114.606
190.514,6.1205,6.8138,0.6706,114.6115
190.534,6.1212,6.8141,0.671,114.6169
190.554,6.1218,6.8145,0.6714,114.6228
190.574,6.1225,6.815,0.6718,114.6314
190.594,6.1233,6.8157,0.6722,114.6427
190.614,6.124,6.8162,0.6726,114.6516
190.634,6.1247,6.8167,0.673,114.6593
190.654,6.1253,6.817,0.6734,114.6654
190.674,6.126,6.8174,0.6738,114.6708
190.694,6.1266,6.8178,0.6742,114.6781
190.714,6.1273,6.8183,0.6746,114.6863
190.734,6.128,6.8187,0.6749,114.6929
190.754,6.1286,6.819,0.6753,114.6988
190.774,6.1293,6.8195,0.6757,114.7072
190.794,6.13,6.82,0.6761,114.7153
190.814,6.1307,6.8205,0.6765,114.7237
190.834,6.1313,6.8208,0.6769,114.7295
190.854,6.132,6.8211,0.6773,114.7338
190.874,6.1326,6.8214,0.6777,114.7396
190.894,6.1333,6.8218,0.678,114.7457
190.914,6.1339,6.8221,0.6784,114.7513
190.934,6.1346,6.8225,0.6788,114.7567
190.954,6.1352,6.8228,0.6792,114.7623
190.974,6.1358,6.8232,0.6795,114.7698
190.994,6.1365,6.8237,0.6799,114.7782
191.014,6.1372,6.8242,0.6803,114.7857
191.034,6.1379,6.8247,0.6807,114.7937
191.054,6.1386,6.825,0.6811,114.7997
191.074,6.1393,6.8255,0.6815,114.8084
191.094,6.14,6.8262,0.682,114.8194
191.114,6.1407,6.8266,0.6824,114.8267
191.134,6.1413,6.8269,0.6827,114.8319
191.154,6.1419,6.8272,0.6831,114.8367
191.174,6.1426,6.8275,0.6835,114.8413
191.194,6.1432,6.8279,0.6839,114.849
191.214,6.1439,6.8283,0.6842,114.8543
191.234,6.1445,6.8286,0.6846,114.8601
191.254,6.1452,6.829,0.685,114.867
191.274,6.1459,6.8295,0.6854,114.8754
191.294,6.1466,6.8302,0.6858,114.8863
191.314,6.1473,6.8306,0.6862,114.8942
191.334,6.148,6.8309,0.6866,114.8994
191.354,6.1487,6.8314,0.687,114.9065
191.374,6.1494,6.8318,0.6874,114.9139
191.394,6.15,6.8323,0.6878,114.922
191.414,6.1507,6.8326,0.6882,114.9277
191.434,6.1513,6.8327,0.6885,114.9298
191.454,6.1519,6.8329,0.6889,114.9326
191.474,6.1525,6.8332,0.6893,114.9375
191.494,6.1532,6.8336,0.6896,114.9442
191.514,6.1539,6.8341,0.69,114.9531
191.534,6.1545,6.8346,0.6904,114.961
191.554,6.1552,6.8351,0.6908,114.9688
191.574,6.1559,6.8356,0.6913,114.9777
191.594,6.1566,6.836,0.6917,114.9853
191.614,6.1573,6.8365,0.692,114.9927
191.634,6.1579,6.8368,0.6924,114.9983
191.654,6.1586,6.8371,0.6928,115.0038
191.674,6.1593,6.8375,0.6932,115.0102
191.694,6.1599,6.838,0.6936,115.0186
191.714,6.1606,6.8384,0.694,115.0253
191.734,6.1612,6.8387,0.6944,115.0301
191.754,6.1619,6.8391,0.6947,115.0359
191.774,6.1626,6.8397,0.6951,115.0462
191.794,6.1633,6.8404,0.6956,115.0585
191.814,6.1641,6.8409,0.696,115.0676
191.834,6.1647,6.8414,0.6964,115.0757
191.854,6.1654,6.8418,0.6968,115.0817
191.874,6.1661,6.842,0.6972,115.0858
191.894,6.1667,6.8424,0.6975,115.0917
191.914,6.1674,6.8427,0.6979,115.0968
191.934,6.168,6.843,0.6983,115.1021
191.954,6.1687,6.8434,0.6987,115.109
191.974,6.1693,6.8439,0.6991,115.1172
191.994,6.17,6.8444,0.6995,115.1253
192.014,6.1707,6.8448,0.6999,115.1322
192.034,6.1713,6.845,0.7002,115.1367
192.054,6.172,6.8454,0.7006,115.143
192.074,6.1727,6.8458,0.701,115.1502
192.094,6.1733,6.8463,0.7014,115.158
192.114,6.174,6.8467,0.7018,115.164
192.134,6.1746,6.8469,0.7021,115.1672
192.154,6.1752,6.8471,0.7025,115.1707
192.174,6.1758,6.8474,0.7029,115.1761
192.194,6.1765,6.8477,0.7032,115.182
192.214,6.1772,6.8482,0.7036,115.1892
192.234,6.1778,6.8485,0.704,115.1956
192.254,6.1785,6.849,0.7044,115.2028
192.274,6.1792,6.8495,0.7048,115.2117
192.294,6.1799,6.85,0.7052,115.2206
192.314,6.1806,6.8505,0.7056,115.2289
192.334,6.1813,6.8509,0.706,115.2356
192.354,6.1819,6.8512,0.7064,115.2404
192.374,6.1826,6.8516,0.7068,115.2467
192.394,6.1832,6.8519,0.7072,115.2527
192.414,6.1839,6.8523,0.7075,115.2584
192.434,6.1845,6.8526,0.7079,115.2635
192.454,6.1852,6.8529,0.7083,115.2691
192.474,6.1859,6.8534,0.7087,115.2779
192.494,6.1866,6.854,0.7091,115.2872
192.514,6.1873,6.8546,0.7096,115.2968
192.534,6.188,6.8551,0.71,115.306
192.554,6.1887,6.8556,0.7104,115.3142
192.574,6.1894,6.856,0.7108,115.3214
192.594,6.19,6.8565,0.7112,115.3292
192.614,6.1907,6.8569,0.7115,115.3356
192.634,6.1913,6.8571,0.7119,115.3389
192.654,6.1919,6.8572,0.7123,115.3414
192.674,6.1926,6.8575,0.7126,115.3456
192.694,6.1932,6.8578,0.713,115.352
192.714,6.1939,6.8583,0.7134,115.3592
192.734,6.1946,6.8588,0.7138,115.3682
192.754,6.1953,6.8593,0.7142,115.3756
192.774,6.196,6.8597,0.7146,115.3837
192.794,6.1966,6.8603,0.715,115.3925
192.814,6.1973,6.8607,0.7154,115.4002
192.834,6.198,6.8609,0.7158,115.4037
192.854,6.1986,6.8613,0.7162,115.4097
192.874,6.1993,6.8617,0.7165,115.4176
192.894,6.2,6.8622,0.7169,115.426
192.914,6.2006,6.8627,0.7173,115.4328
192.934,6.2013,6.8628,0.7177,115.4359
192.954,6.2019,6.863,0.7181,115.439
192.974,6.2026,6.8635,0.7185,115.4465
192.994,6.2033,6.8641,0.7189,115.4565
193.014,6.204,6.8646,0.7193,115.4657
193.034,6.2047,6.865,0.7197,115.4723
193.054,6.2053,6.8652,0.7201,115.4763
193.074,6.206,6.8656,0.7204,115.4826
193.094,6.2066,6.866,0.7208,115.4884
193.114,6.2073,6.8664,0.7212,115.4954
193.134,6.2079,6.8667,0.7216,115.5005
193.154,6.2086,6.867,0.722,115.5059
193.174,6.2092,6.8675,0.7224,115.5139
193.194,6.2099,6.868,0.7228,115.5223
193.214,6.2106,6.8685,0.7232,115.5304
193.234,6.2113,6.8689,0.7235,115.5373
193.254,6.2119,6.8691,0.7239,115.5421
193.274,6.2126,6.8695,0.7243,115.5485
193.294,6.2133,6.87,0.7247,115.5556
193.314,6.2139,6.8702,0.7251,115.5605
193.334,6.2146,6.8706,0.7255,115.5658
193.354,6.2152,6.8709,0.7258,115.5713
193.374,6.2158,6.8712,0.7262,115.5758
193.394,6.2165,6.8716,0.7266,115.5836
193.414,6.2172,6.8721,0.727,115.5916
193.434,6.2179,6.8725,0.7274,115.5992
193.454,6.2186,6.873,0.7278,115.6071
193.474,6.2193,6.8736,0.7282,115.6163
193.494,6.22,6.8741,0.7286,115.6261
193.514,6.2207,6.8746,0.729,115.6338
193.534,6.2213,6.875,0.7294,115.6398
193.554,6.222,6.8753,0.7298,115.6447
193.574,6.2226,6.8756,0.7302,115.651
193.594,6.2233,6.876,0.7305,115.6574
193.614,6.224,6.8763,0.7309,115.6623
193.634,6.2246,6.8766,0.7313,115.6679
193.654,6.2253,6.8772,0.7317,115.6774
193.674,6.226,6.8777,0.7321,115.6863
193.694,6.2267,6.8782,0.7325,115.6943
193.714,6.2274,6.8787,0.7329,115.7025
193.734,6.2281,6.879,0.7333,115.7085
193.754,6.2288,6.8794,0.7337,115.7138
193.774,6.2294,6.8799,0.7341,115.7221
193.794,6.2301,6.8803,0.7345,115.7293
193.814,6.2307,6.8806,0.7349,115.735
193.834,6.2314,6.8808,0.7352,115.7379
193.854,6.2319,6.8809,0.7356,115.7393
193.874,6.2326,6.8811,0.736,115.7438
193.894,6.2332,6.8815,0.7363,115.7506
193.914,6.2339,6.8819,0.7367,115.7567
193.934,6.2346,6.8824,0.7371,115.7648
193.954,6.2352,6.8828,0.7375,115.7711
193.974,6.2359,6.8832,0.7379,115.7792
193.994,6.2366,6.8836,0.7383,115.7858
194.014,6.2373,6.884,0.7387,115.7925
194.034,6.2379,6.8843,0.7391,115.7975
194.054,6.2385,6.8847,0.7394,115.8031
194.074,6.2392,6.885,0.7398,115.808
194.094,6.2398,6.8853,0.7402,115.8144
194.114,6.2405,6.8858,0.7406,115.8214
194.134,6.2412,6.8861,0.741,115.8272
194.154,6.2418,6.8865,0.7414,115.8333
194.174,6.2425,6.8869,0.7417,115.8401
194.194,6.2432,6.8874,0.7422,115.8498
194.214,6.2439,6.888,0.7426,115.8595
194.234,6.2447,6.8885,0.743,115.8681
194.254,6.2454,6.889,0.7434,115.876
194.274,6.246,6.8893,0.7438,115.8808
194.294,6.2467,6.8896,0.7442,115.8867
194.314,6.2473,6.8901,0.7446,115.894
194.334,6.248,6.8903,0.7449,115.8976
194.354,6.2486,6.8906,0.7453,115.9027
194.374,6.2492,6.891,0.7457,115.9095
194.394,6.2499,6.8913,0.7461,115.9155
194.414,6.2506,6.8919,0.7465,115.9241
194.434,6.2513,6.8923,0.7469,115.9312
194.454,6.252,6.8927,0.7473,115.9381
194.474,6.2526,6.8931,0.7477,115.9448
194.494,6.2533,6.8935,0.748,115.9512
194.514,6.254,6.8939,0.7484,115.9583
194.534,6.2546,6.8943,0.7488,115.9648
194.554,6.2552,6.8946,0.7492,115.9696
194.574,6.2559,6.8948,0.7495,115.9737
194.594,6.2565,6.8951,0.7499,115.978
194.614,6.2572,6.8955,0.7503,115.9853
194.634,6.2579,6.896,0.7507,115.9936
194.654,6.2585,6.8965,0.7511,116.0013
194.674,6.2592,6.897,0.7515,116.0099
194.694,6.26,6.8975,0.7519,116.0192
194.714,6.2607,6.8981,0.7524,116.0295
194.734,6.2614,6.8986,0.7528,116.0372
194.754,6.262,6.8989,0.7531,116.0421
194.774,6.2627,6.8991,0.7535,116.0466
194.794,6.2633,6.8995,0.7539,116.0521
194.814,6.2639,6.8998,0.7543,116.0578
194.834,6.2646,6.9001,0.7546,116.0633
194.854,6.2652,6.9004,0.755,116.0682
194.874,6.2659,6.9007,0.7554,116.0725
194.894,6.2666,6.9011,0.7558,116.0802
194.914,6.2673,6.9017,0.7562,116.0889
194.934,6.268,6.9022,0.7566,116.0973
194.954,6.2686,6.9026,0.757,116.1048
194.974,6.2693,6.903,0.7574,116.1119
194.994,6.27,6.9034,0.7578,116.1189
195.014,6.2707,6.9037,0.7582,116.1236
195.034,6.2713,6.9039,0.7585,116.1266
195.054,6.2719,6.9041,0.7589,116.1306
195.074,6.2725,6.9044,0.7592,116.1346
195.094,6.2731,6.9047,0.7596,116.1393
195.114,6.2738,6.9051,0.76,116.1473
195.134,6.2745,6.9056,0.7604,116.1544
195.154,6.2752,6.906,0.7608,116.1622
195.174,6.2759,6.9065,0.7612,116.1702
195.194,6.2766,6.907,0.7616,116.1781
195.214,6.2773,6.9074,0.762,116.1863
195.234,6.278,6.9079,0.7624,116.1944
195.254,6.2786,6.9082,0.7628,116.1991
195.274,6.2793,6.9086,0.7632,116.2052
195.294,6.28,6.909,0.7636,116.212
195.314,6.2806,6.9094,0.764,116.2189
195.334,6.2813,6.9098,0.7644,116.2259
195.354,6.2819,6.9101,0.7647,116.2315
195.374,6.2826,6.9104,0.7651,116.2367
195.394,6.2833,6.9109,0.7655,116.2451
195.414,6.284,6.9115,0.766,116.2548
195.434,6.2847,6.9121,0.7664,116.264
195.454,6.2854,6.9125,0.7668,116.2705
195.474,6.2861,6.9127,0.7672,116.275
195.494,6.2867,6.9131,0.7675,116.2814
195.514,6.2874,6.9135,0.7679,116.288
195.534,6.288,6.9138,0.7683,116.2933
195.554,6.2887,6.9141,0.7687,116.2981
195.574,6.2893,6.9145,0.7691,116.3052
195.594,6.29,6.915,0.7695,116.3139
195.614,6.2907,6.9155,0.7699,116.3214
195.634,6.2914,6.9158,0.7703,116.3261
195.654,6.292,6.916,0.7706,116.331
195.674,6.2927,6.9164,0.771,116.3373
195.694,6.2933,6.9168,0.7714,116.343
195.714,6.294,6.9172,0.7718,116.3499
195.734,6.2946,6.9174,0.7722,116.3545
195.754,6.2952,6.9177,0.7725,116.3582
195.774,6.2959,6.9179,0.7729,116.3626
195.794,6.2965,6.9182,0.7732,116.3678
195.814,6.2972,6.9187,0.7736,116.375
195.834,6.2978,6.919,0.774,116.3812
195.854,6.2985,6.9194,0.7744,116.3868
195.874,6.2992,6.9198,0.7748,116.3939
195.894,6.2999,6.9203,0.7752,116.4032
195.914,6.3006,6.9209,0.7756,116.4125
195.934,6.3013,6.9214,0.776,116.4213
195.954,6.3019,6.9216,0.7764,116.4244
195.974,6.3026,6.9219,0.7768,116.4292
195.994,6.3032,6.9223,0.7772,116.4361
196.014,6.3039,6.9227,0.7776,116.4423
196.034,6.3045,6.9231,0.7779,116.4489
196.054,6.3052,6.9234,0.7783,116.4548
196.074,6.3059,6.9238,0.7787,116.4614
196.094,6.3066,6.9243,0.7791,116.4698
196.114,6.3073,6.9248,0.7795,116.4786
196.134,6.308,6.9253,0.78,116.4863
196.154,6.3087,6.9257,0.7803,116.4937
196.174,6.3093,6.9262,0.7807,116.5013
196.194,6.31,6.9266,0.7811,116.5091
196.214,6.3107,6.927,0.7815,116.5159
196.234,6.3113,6.9272,0.7819,116.5183
196.254,6.3119,6.9274,0.7822,116.5211
196.274,6.3125,6.9275,0.7826,116.5243
196.294,6.3132,6.9279,0.783,116.5308
196.314,6.3138,6.9284,0.7834,116.538
196.334,6.3145,6.9288,0.7838,116.5457
196.354,6.3152,6.9293,0.7842,116.5541
196.374,6.3159,6.9297,0.7846,116.5607
196.394,6.3166,6.9302,0.785,116.5684
196.414,6.3173,6.9307,0.7854,116.5767
196.434,6.318,6.9311,0.7858,116.5837
196.454,6.3186,6.9313,0.7861,116.588
196.474,6.3193,6.9317,0.7865,116.5936
196.494,6.3199,6.932,0.7869,116.5989
196.514,6.3206,6.9324,0.7873,116.6059
196.534,6.3213,6.9328,0.7877,116.6123
196.554,6.3219,6.9331,0.7881,116.6173
196.574,6.3226,6.9334,0.7885,116.6231
196.594,6.3233,6.9339,0.7889,116.6317
196.614,6.324,6.9345,0.7893,116.6413
196.634,6.3247,6.935,0.7897,116.6496
196.654,6.3254,6.9353,0.7901,116.6553
196.674,6.326,6.9357,0.7905,116.6623
196.694,6.3267,6.936,0.7908,116.6671
196.714,6.3273,6.9363,0.7912,116.671
196.734,6.328,6.9366,0.7916,116.6763
196.754,6.3286,6.9369,0.792,116.681
196.774,6.3292,6.9372,0.7923,116.6862
196.794,6.3299,6.9376,0.7927,116.6935
196.814,6.3306,6.938,0.7931,116.7004
196.834,6.3313,6.9385,0.7935,116.7084
196.854,6.332,6.9389,0.7939,116.7157
196.874,6.3326,6.9393,0.7943,116.7221
196.894,6.3333,6.9397,0.7947,116.7288
196.914,6.334,6.94,0.7951,116.7344
196.934,6.3346,6.9404,0.7955,116.7401
196.954,6.3353,6.9406,0.7959,116.7438
196.974,6.3359,6.9407,0.7962,116.7459
196.994,6.3365,6.9411,0.7966,116.7518
197.014,6.3372,6.9415,0.797,116.7589
197.034,6.3379,6.942,0.7974,116.7677
197.054,6.3386,6.9424,0.7978,116.7747
197.074,6.3392,6.9429,0.7982,116.7826
197.094,6.34,6.9434,0.7986,116.7909
197.114,6.3407,6.944,0.799,116.8009
197.134,6.3414,6.9444,0.7994,116.8083
197.154,6.3421,6.9449,0.7998,116.8154
197.174,6.3427,6.9451,0.8002,116.819
197.194,6.3433,6.9453,0.8006,116.8233
197.214,6.344,6.9457,0.8009,116.8305
197.234,6.3446,6.9461,0.8013,116.836
197.254,6.3453,6.9463,0.8017,116.8396
197.274,6.3459,6.9467,0.8021,116.8471
197.294,6.3466,6.9472,0.8025,116.8543
197.314,6.3473,6.9478,0.8029,116.8653
197.334,6.3481,6.9483,0.8033,116.8741
197.354,6.3487,6.9487,0.8037,116.8799
197.374,6.3494,6.9491,0.8041,116.8865
197.394,6.3501,6.9494,0.8045,116.892
197.414,6.3508,6.9498,0.8049,116.8993
197.434,6.3514,6.9502,0.8053,116.9048
197.454,6.352,6.9504,0.8056,116.908
197.474,6.3526,6.9506,0.806,116.9114
197.494,6.3532,6.9508,0.8063,116.9155
197.514,6.3539,6.9511,0.8067,116.9205
197.534,6.3545,6.9515,0.8071,116.9277
197.554,6.3552,6.9519,0.8075,116.9348
197.574,6.3559,6.9523,0.8079,116.9401
197.594,6.3566,6.9528,0.8083,116.9483
197.614,6.3572,6.9531,0.8087,116.9539
197.634,6.3579,6.9534,0.8091,116.9586
197.654,6.3586,6.9538,0.8094,116.9653
197.674,6.3592,6.954,0.8098,116.9699
197.694,6.3598,6.9544,0.8102,116.9754
197.714,6.3605,6.9548,0.8106,116.9821
197.734,6.3612,6.9552,0.811,116.9889
197.754,6.3618,6.9555,0.8114,116.9948
197.774,6.3625,6.9558,0.8117,116.999
197.794,6.3631,6.9561,0.8121,117.005
197.814,6.3639,6.9567,0.8125,117.0146
197.834,6.3646,6.9572,0.813,117.0235
197.854,6.3653,6.9578,0.8134,117.0329
197.874,6.366,6.9582,0.8138,117.0398
197.894,6.3666,6.9586,0.8142,117.046
197.914,6.3673,6.959,0.8145,117.0526
197.934,6.368,6.9593,0.8149,117.0589
197.954,6.3686,6.9596,0.8153,117.064
197.974,6.3693,6.96,0.8157,117.0701
197.994,6.37,6.9604,0.8161,117.0764
198.014,6.3707,6.9609,0.8165,117.0852
198.034,6.3713,6.9613,0.8169,117.0923
198.054,6.372,6.9617,0.8173,117.0981
198.074,6.3727,6.9621,0.8177,117.1051
198.094,6.3733,6.9625,0.8181,117.1115
198.114,6.374,6.9629,0.8184,117.1192
198.134,6.3747,6.9633,0.8188,117.1254
198.154,6.3753,6.9634,0.8192,117.128
198.174,6.3759,6.9637,0.8196,117.1321
198.194,6.3765,6.9639,0.8199,117.1365
198.214,6.3772,6.9643,0.8203,117.1422
198.234,6.3779,6.9647,0.8207,117.149
198.254,6.3786,6.9651,0.8211,117.1567
198.274,6.3793,6.9655,0.8215,117.1631
198.294,6.3799,6.966,0.8219,117.1708
198.314,6.3807,6.9665,0.8223,117.179
198.334,6.3814,6.9669,0.8227,117.187
198.354,6.382,6.9674,0.8231,117.1946
198.374,6.3827,6.9676,0.8235,117.1986
198.394,6.3833,6.9679,0.8239,117.2028
198.414,6.3839,6.9682,0.8242,117.208
198.434,6.3846,6.9685,0.8246,117.2125
198.454,6.3852,6.9688,0.825,117.2187
198.474,6.3859,6.9692,0.8254,117.2251
198.494,6.3866,6.9697,0.8258,117.2328
198.514,6.3873,6.9702,0.8262,117.2421
198.534,6.388,6.9707,0.8266,117.2499
198.554,6.3887,6.971,0.827,117.256
198.574,6.3893,6.9714,0.8274,117.2623
198.594,6.39,6.9717,0.8278,117.2676
198.614,6.3907,6.9721,0.8282,117.2744
198.634,6.3913,6.9724,0.8285,117.2791
198.654,6.3919,6.9727,0.8289,117.2834
198.674,6.3925,6.9729,0.8293,117.2871
198.694,6.3932,6.9731,0.8296,117.29
198.714,6.3938,6.9734,0.83,117.2961
198.734,6.3945,6.9739,0.8304,117.3042
198.754,6.3952,6.9743,0.8308,117.3109
198.774,6.3959,6.9748,0.8312,117.3194
198.794,6.3966,6.9753,0.8316,117.328
198.814,6.3973,6.9757,0.832,117.3348
198.834,6.3979,6.9761,0.8324,117.3412
198.854,6.3986,6.9765,0.8328,117.3471
198.874,6.3992,6.9768,0.8332,117.3533
198.894,6.3999,6.9772,0.8336,117.3596
198.914,6.4006,6.9776,0.834,117.3662
198.934,6.4013,6.9779,0.8344,117.372
198.954,6.4019,6.9783,0.8347,117.3785
198.974,6.4026,6.9786,0.8351,117.3839
198.994,6.4032,6.9791,0.8355,117.3917
199.014,6.404,6.9796,0.8359,117.4005
199.034,6.4047,6.9802,0.8363,117.41
199.054,6.4054,6.9807,0.8368,117.4184
199.074,6.4061,6.981,0.8371,117.4238
199.094,6.4067,6.9814,0.8375,117.4296
199.114,6.4074,6.9817,0.8379,117.4359
199.134,6.408,6.982,0.8383,117.4407
199.154,6.4087,6.9823,0.8387,117.4456
199.174,6.4093,6.9825,0.839,117.4491
199.194,6.41,6.983,0.8394,117.4566
199.214,6.4107,6.9835,0.8398,117.4649
199.234,6.4114,6.9839,0.8402,117.4722
199.254,6.412,6.9843,0.8406,117.4793
199.274,6.4127,6.9845,0.841,117.4826
199.294,6.4133,6.9849,0.8414,117.4889
199.314,6.414,6.9853,0.8418,117.4958
199.334,6.4147,6.9856,0.8422,117.5003
199.354,6.4153,6.9858,0.8425,117.5047
199.374,6.4159,6.986,0.8429,117.5076
199.394,6.4165,6.9862,0.8433,117.5107
199.414,6.4172,6.9866,0.8436,117.5176
199.434,6.4178,6.987,0.844,117.5241
199.454,6.4185,6.9873,0.8444,117.5296
199.474,6.4192,6.9877,0.8448,117.5362
199.494,6.4198,6.9881,0.8452,117.5428
199.514,6.4205,6.9887,0.8456,117.5527
199.534,6.4213,6.9893,0.846,117.5624
199.554,6.422,6.9897,0.8464,117.5692
199.574,6.4226,6.99,0.8468,117.5753
199.594,6.4233,6.9903,0.8472,117.5791
199.614,6.4239,6.9906,0.8476,117.585
199.634,6.4246,6.991,0.848,117.5922
199.654,6.4252,6.9913,0.8483,117.5971
199.674,6.4259,6.9917,0.8487,117.6032
199.694,6.4266,6.9921,0.8491,117.6107
199.714,6.4273,6.9926,0.8495,117.6179
199.734,6.428,6.9931,0.8499,117.6266
199.754,6.4287,6.9936,0.8503,117.635
199.774,6.4293,6.9939,0.8507,117.6406
199.794,6.43,6.9943,0.8511,117.6472
199.814,6.4307,6.9947,0.8515,117.6545
199.834,6.4314,6.9951,0.8519,117.6602
199.854,6.432,6.9954,0.8523,117.6651
199.874,6.4326,6.9955,0.8526,117.6666
199.894,6.4332,6.9957,0.853,117.6701
199.914,6.4339,6.9959,0.8534,117.6747
199.934,6.4345,6.9964,0.8538,117.6824
199.954,6.4352,6.9969,0.8542,117.6903
199.974,6.4359,6.9972,0.8546,117.6965
199.994,6.4366,6.9977,0.8549,117.7041
200.014,6.4373,6.9981,0.8553,117.7115
200.034,6.4379,6.9985,0.8557,117.7185
200.054,6.4386,6.999,0.8561,117.7266
200.074,6.4393,6.9993,0.8565,117.7317
200.094,6.4399,6.9996,0.8569,117.7359
200.114,6.4406,7,0.8573,117.7436
200.134,6.4413,7.0004,0.8577,117.7501
200.154,6.4419,7.0008,0.8581,117.7563
200.174,6.4426,7.0011,0.8584,117.761
200.194,6.4432,7.0013,0.8588,117.7652
200.214,6.4439,7.0019,0.8592,117.7742
200.234,6.4446,7.0024,0.8596,117.7828
200.254,6.4453,7.0028,0.8601,117.7897
200.274,6.446,7.0032,0.8604,117.7973
200.294,6.4466,7.0036,0.8608,117.8028
200.314,6.4473,7.0038,0.8612,117.8066
200.334,6.448,7.0041,0.8616,117.8113
200.354,6.4486,7.0044,0.862,117.8167
200.374,6.4492,7.0047,0.8623,117.8223
200.394,6.4499,7.005,0.8627,117.8279
200.414,6.4506,7.0054,0.8631,117.8347
200.434,6.4513,7.0059,0.8635,117.8429
200.454,6.452,7.0063,0.8639,117.8493
200.474,6.4526,7.0067,0.8643,117.855
200.494,6.4533,7.0069,0.8647,117.8593
200.514,6.4539,7.0072,0.8651,117.8645
200.534,6.4546,7.0077,0.8655,117.8723
200.554,6.4552,7.008,0.8658,117.8784
