1,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","101.2800","3.3734","4.5510","0.0073","76.5501"
"","101.3000","3.3741","4.5518","0.0096","76.5639"
"","101.3200","3.3748","4.5527","0.0113","76.5777"
"","101.3400","3.3755","4.5535","0.0116","76.5910"
"","101.3600","3.3761","4.5542","0.0114","76.6035"
"","101.3800","3.3768","4.5548","0.0111","76.6144"
"","101.4000","3.3775","4.5555","0.0108","76.6262"
"","101.4200","3.3781","4.5562","0.0103","76.6378"
"","101.4400","3.3787","4.5567","0.0100","76.6464"
"","101.4600","3.3793","4.5572","0.0096","76.6548"
"","101.4800","3.3799","4.5578","0.0094","76.6636"
"","101.5000","3.3806","4.5584","0.0092","76.6740"
"","101.5200","3.3813","4.5592","0.0091","76.6869"
"","101.5400","3.3820","4.5599","0.0088","76.7000"
"","101.5600","3.3827","4.5607","0.0085","76.7135"
"","101.5800","3.3834","4.5616","0.0082","76.7280"
"","101.6000","3.3841","4.5623","0.0080","76.7406"
"","101.6200","3.3848","4.5630","0.0077","76.7520"
"","101.6400","3.3854","4.5637","0.0075","76.7627"
"","101.6600","3.3861","4.5643","0.0090","76.7737"
"","101.6800","3.3867","4.5650","0.0110","76.7845"
"","101.7000","3.3874","4.5657","0.0117","76.7975"
"","101.7200","3.3881","4.5665","0.0115","76.8108"
"","101.7400","3.3888","4.5671","0.0111","76.8214"
"","101.7600","3.3894","4.5677","0.0108","76.8307"
"","101.7800","3.3901","4.5685","0.0105","76.8446"
"","101.8000","3.3908","4.5695","0.0102","76.8605"
"","101.8200","3.3915","4.5703","0.0098","76.8737"
"","101.8400","3.3922","4.5710","0.0096","76.8869"
"","101.8600","3.3929","4.5716","0.0094","76.8971"
"","101.8800","3.3935","4.5721","0.0092","76.9054"
"","101.9000","3.3942","4.5728","0.0089","76.9159"
"","101.9200","3.3948","4.5734","0.0086","76.9267"
"","101.9400","3.3955","4.5740","0.0083","76.9372"
"","101.9600","3.3961","4.5746","0.0081","76.9474"
"","101.9800","3.3968","4.5753","0.0079","76.9593"
"","102.0000","3.3975","4.5762","0.0077","76.9743"
"","102.0200","3.3982","4.5769","0.0080","76.9862"
"","102.0400","3.3988","4.5776","0.0104","76.9976"
"","102.0600","3.3995","4.5783","0.0117","77.0094"
"","102.0800","3.4001","4.5789","0.0117","77.0191"
"","102.1000","3.4008","4.5795","0.0113","77.0291"
"","102.1200","3.4014","4.5801","0.0109","77.0399"
"","102.1400","3.4021","4.5807","0.0107","77.0494"
"","102.1600","3.4027","4.5813","0.0104","77.0596"
"","102.1800","3.4033","4.5819","0.0100","77.0690"
"","102.2000","3.4039","4.5825","0.0097","77.0791"
"","102.2200","3.4046","4.5832","0.0095","77.0917"
"","102.2400","3.4053","4.5840","0.0092","77.1056"
"","102.2600","3.4060","4.5847","0.0088","77.1171"
"","102.2800","3.4067","4.5855","0.0086","77.1301"
"","102.3000","3.4074","4.5863","0.0083","77.1436"
"","102.3200","3.4081","4.5871","0.0081","77.1572"
"","102.3400","3.4088","4.5879","0.0080","77.1698"
"","102.3600","3.4094","4.5884","0.0077","77.1786"
"","102.3800","3.4100","4.5889","0.0079","77.1875"
"","102.4000","3.4107","4.5896","0.0103","77.1997"
"","102.4200","3.4113","4.5902","0.0118","77.2099"
"","102.4400","3.4120","4.5909","0.0118","77.2212"
"","102.4600","3.4127","4.5916","0.0114","77.2324"
"","102.4800","3.4134","4.5924","0.0110","77.2455"
"","102.5000","3.4141","4.5933","0.0106","77.2607"
"","102.5200","3.4148","4.5941","0.0103","77.2751"
"","102.5400","3.4155","4.5949","0.0100","77.2884"
"","102.5600","3.4162","4.5956","0.0098","77.3007"
"","102.5800","3.4169","4.5964","0.0096","77.3129"
"","102.6000","3.4175","4.5970","0.0092","77.3244"
"","102.6200","3.4182","4.5977","0.0089","77.3360"
"","102.6400","3.4188","4.5982","0.0085","77.3437"
"","102.6600","3.4194","4.5986","0.0082","77.3508"
"","102.6800","3.4200","4.5991","0.0080","77.3587"
"","102.7000","3.4207","4.5998","0.0079","77.3706"
"","102.7200","3.4214","4.6005","0.0076","77.3828"
"","102.7400","3.4220","4.6012","0.0087","77.3942"
"","102.7600","3.4227","4.6021","0.0109","77.4090"
"","102.7800","3.4234","4.6028","0.0117","77.4215"
"","102.8000","3.4241","4.6035","0.0116","77.4336"
"","102.8200","3.4248","4.6043","0.0111","77.4462"
"","102.8400","3.4255","4.6050","0.0107","77.4576"
"","102.8600","3.4261","4.6056","0.0104","77.4678"
"","102.8800","3.4267","4.6062","0.0101","77.4779"
"","102.9000","3.4274","4.6068","0.0099","77.4890"
"","102.9200","3.4281","4.6075","0.0097","77.5010"
"","102.9400","3.4288","4.6083","0.0095","77.5130"
"","102.9600","3.4294","4.6089","0.0092","77.5240"
"","102.9800","3.4301","4.6096","0.0089","77.5356"
"","103.0000","3.4308","4.6104","0.0086","77.5493"
"","103.0200","3.4315","4.6113","0.0084","77.5637"
"","103.0400","3.4322","4.6122","0.0080","77.5787"
"","103.0600","3.4329","4.6128","0.0077","77.5886"
"","103.0800","3.4335","4.6133","0.0076","77.5971"
"","103.1000","3.4342","4.6139","0.0094","77.6082"
"","103.1200","3.4348","4.6145","0.0114","77.6174"
"","103.1400","3.4354","4.6151","0.0119","77.6277"
"","103.1600","3.4361","4.6156","0.0116","77.6369"
"","103.1800","3.4367","4.6162","0.0112","77.6468"
"","103.2000","3.4374","4.6170","0.0109","77.6595"
"","103.2200","3.4381","4.6177","0.0106","77.6712"
"","103.2400","3.4387","4.6184","0.0102","77.6829"
"","103.2600","3.4394","4.6191","0.0100","77.6954"
"","103.2800","3.4401","4.6198","0.0098","77.7075"
"","103.3000","3.4408","4.6206","0.0094","77.7208"
"","103.3200","3.4414","4.6213","0.0092","77.7329"
"","103.3400","3.4421","4.6218","0.0090","77.7407"
"","103.3600","3.4427","4.6223","0.0089","77.7493"
"","103.3800","3.4433","4.6229","0.0085","77.7589"
"","103.4000","3.4440","4.6235","0.0081","77.7699"
"","103.4200","3.4446","4.6243","0.0079","77.7835"
"","103.4400","3.4453","4.6251","0.0079","77.7965"
"","103.4600","3.4460","4.6259","0.0104","77.8090"
"","103.4800","3.4467","4.6266","0.0118","77.8220"
"","103.5000","3.4474","4.6275","0.0120","77.8363"
"","103.5200","3.4481","4.6284","0.0118","77.8516"
"","103.5400","3.4488","4.6292","0.0113","77.8645"
"","103.5600","3.4495","4.6297","0.0109","77.8744"
"","103.5800","3.4501","4.6304","0.0106","77.8861"
"","103.6000","3.4508","4.6311","0.0104","77.8963"
"","103.6200","3.4514","4.6317","0.0100","77.9077"
"","103.6400","3.4521","4.6323","0.0096","77.9181"
"","103.6600","3.4527","4.6330","0.0094","77.9291"
"","103.6800","3.4534","4.6336","0.0092","77.9397"
"","103.7000","3.4541","4.6344","0.0090","77.9520"
"","103.7200","3.4548","4.6352","0.0089","77.9666"
"","103.7400","3.4555","4.6361","0.0086","77.9810"
"","103.7600","3.4562","4.6368","0.0082","77.9922"
"","103.7800","3.4569","4.6375","0.0080","78.0042"
"","103.8000","3.4576","4.6382","0.0093","78.0165"
"","103.8200","3.4582","4.6388","0.0114","78.0259"
"","103.8400","3.4589","4.6393","0.0122","78.0351"
"","103.8600","3.4595","4.6399","0.0120","78.0444"
"","103.8800","3.4601","4.6404","0.0115","78.0533"
"","103.9000","3.4607","4.6409","0.0111","78.0625"
"","103.9200","3.4614","4.6416","0.0107","78.0736"
"","103.9400","3.4620","4.6423","0.0104","78.0850"
"","103.9600","3.4627","4.6431","0.0102","78.0983"
"","103.9800","3.4634","4.6438","0.0098","78.1104"
"","104.0000","3.4640","4.6445","0.0095","78.1219"
"","104.0200","3.4647","4.6452","0.0093","78.1340"
"","104.0400","3.4654","4.6458","0.0090","78.1436"
"","104.0600","3.4660","4.6463","0.0086","78.1525"
"","104.0800","3.4667","4.6469","0.0083","78.1632"
"","104.1000","3.4673","4.6475","0.0081","78.1737"
"","104.1200","3.4680","4.6484","0.0080","78.1874"
"","104.1400","3.4687","4.6491","0.0095","78.1991"
"","104.1600","3.4693","4.6496","0.0115","78.2079"
"","104.1800","3.4700","4.6502","0.0122","78.2185"
"","104.2000","3.4707","4.6510","0.0119","78.2313"
"","104.2200","3.4714","4.6519","0.0116","78.2465"
"","104.2400","3.4721","4.6527","0.0110","78.2606"
"","104.2600","3.4728","4.6534","0.0107","78.2728"
"","104.2800","3.4734","4.6542","0.0104","78.2852"
"","104.3000","3.4741","4.6548","0.0101","78.2957"
"","104.3200","3.4748","4.6555","0.0099","78.3071"
"","104.3400","3.4754","4.6562","0.0097","78.3195"
"","104.3600","3.4761","4.6569","0.0094","78.3305"
"","104.3800","3.4768","4.6575","0.0089","78.3413"
"","104.4000","3.4775","4.6582","0.0087","78.3529"
"","104.4200","3.4782","4.6590","0.0084","78.3660"
"","104.4400","3.4788","4.6598","0.0080","78.3791"
"","104.4600","3.4795","4.6603","0.0078","78.3890"
"","104.4800","3.4801","4.6610","0.0089","78.3994"
"","104.5000","3.4808","4.6617","0.0113","78.4122"
"","104.5200","3.4815","4.6623","0.0122","78.4224"
"","104.5400","3.4821","4.6629","0.0121","78.4315"
"","104.5600","3.4827","4.6634","0.0116","78.4411"
"","104.5800","3.4834","4.6640","0.0112","78.4504"
"","104.6000","3.4840","4.6647","0.0111","78.4620"
"","104.6200","3.4847","4.6655","0.0108","78.4751"
"","104.6400","3.4854","4.6662","0.0104","78.4872"
"","104.6600","3.4860","4.6669","0.0100","78.4991"
"","104.6800","3.4867","4.6676","0.0097","78.5105"
"","104.7000","3.4874","4.6684","0.0094","78.5240"
"","104.7200","3.4882","4.6692","0.0092","78.5381"
"","104.7400","3.4888","4.6698","0.0089","78.5486"
"","104.7600","3.4895","4.6705","0.0086","78.5602"
"","104.7800","3.4901","4.6711","0.0082","78.5700"
"","104.8000","3.4908","4.6718","0.0080","78.5810"
"","104.8200","3.4914","4.6723","0.0085","78.5908"
"","104.8400","3.4921","4.6729","0.0109","78.6004"
"","104.8600","3.4927","4.6735","0.0121","78.6110"
"","104.8800","3.4934","4.6741","0.0122","78.6206"
"","104.9000","3.4940","4.6749","0.0118","78.6335"
"","104.9200","3.4948","4.6758","0.0113","78.6493"
"","104.9400","3.4955","4.6767","0.0111","78.6636"
"","104.9600","3.4961","4.6773","0.0109","78.6748"
"","104.9800","3.4968","4.6781","0.0105","78.6870"
"","105.0000","3.4975","4.6787","0.0102","78.6970"
"","105.0200","3.4981","4.6793","0.0099","78.7077"
"","105.0400","3.4988","4.6799","0.0096","78.7172"
"","105.0600","3.4994","4.6803","0.0093","78.7249"
"","105.0800","3.5000","4.6809","0.0091","78.7345"
"","105.1000","3.5006","4.6815","0.0089","78.7451"
"","105.1200","3.5013","4.6822","0.0087","78.7562"
"","105.1400","3.5020","4.6829","0.0084","78.7690"
"","105.1600","3.5027","4.6836","0.0081","78.7800"
"","105.1800","3.5034","4.6843","0.0084","78.7923"
"","105.2000","3.5041","4.6851","0.0109","78.8058"
"","105.2200","3.5048","4.6859","0.0123","78.8191"
"","105.2400","3.5054","4.6866","0.0123","78.8311"
"","105.2600","3.5061","4.6872","0.0120","78.8413"
"","105.2800","3.5067","4.6879","0.0116","78.8517"
"","105.3000","3.5074","4.6884","0.0112","78.8616"
"","105.3200","3.5081","4.6891","0.0110","78.8725"
"","105.3400","3.5087","4.6898","0.0107","78.8849"
"","105.3600","3.5094","4.6905","0.0104","78.8964"
"","105.3800","3.5100","4.6911","0.0103","78.9070"
"","105.4000","3.5107","4.6919","0.0100","78.9198"
"","105.4200","3.5115","4.6927","0.0096","78.9340"
"","105.4400","3.5122","4.6936","0.0093","78.9482"
"","105.4600","3.5129","4.6944","0.0090","78.9619"
"","105.4800","3.5135","4.6951","0.0089","78.9737"
"","105.5000","3.5142","4.6957","0.0086","78.9839"
"","105.5200","3.5148","4.6963","0.0084","78.9940"
"","105.5400","3.5155","4.6969","0.0082","79.0040"
"","105.5600","3.5161","4.6974","0.0100","79.0126"
"","105.5800","3.5168","4.6980","0.0119","79.0230"
"","105.6000","3.5174","4.6987","0.0124","79.0342"
"","105.6200","3.5181","4.6994","0.0122","79.0454"
"","105.6400","3.5188","4.7000","0.0118","79.0560"
"","105.6600","3.5195","4.7007","0.0115","79.0677"
"","105.6800","3.5201","4.7015","0.0112","79.0807"
"","105.7000","3.5208","4.7021","0.0110","79.0906"
"","105.7200","3.5215","4.7027","0.0108","79.1009"
"","105.7400","3.5221","4.7034","0.0105","79.1130"
"","105.7600","3.5227","4.7039","0.0104","79.1223"
"","105.7800","3.5234","4.7044","0.0100","79.1301"
"","105.8000","3.5240","4.7050","0.0097","79.1401"
"","105.8200","3.5246","4.7056","0.0094","79.1509"
"","105.8400","3.5253","4.7064","0.0092","79.1636"
"","105.8600","3.5260","4.7070","0.0090","79.1740"
"","105.8800","3.5266","4.7076","0.0088","79.1847"
"","105.9000","3.5273","4.7085","0.0085","79.1983"
"","105.9200","3.5280","4.7093","0.0104","79.2128"
"","105.9400","3.5287","4.7101","0.0124","79.2261"
"","105.9600","3.5294","4.7108","0.0128","79.2374"
"","105.9800","3.5301","4.7114","0.0126","79.2480"
"","106.0000","3.5307","4.7120","0.0121","79.2585"
"","106.0200","3.5314","4.7127","0.0116","79.2689"
"","106.0400","3.5320","4.7132","0.0112","79.2783"
"","106.0600","3.5327","4.7139","0.0109","79.2898"
"","106.0800","3.5334","4.7146","0.0106","79.3021"
"","106.1000","3.5340","4.7153","0.0104","79.3133"
"","106.1200","3.5347","4.7161","0.0102","79.3269"
"","106.1400","3.5354","4.7169","0.0099","79.3399"
"","106.1600","3.5361","4.7175","0.0097","79.3505"
"","106.1800","3.5368","4.7182","0.0094","79.3618"
"","106.2000","3.5375","4.7189","0.0092","79.3741"
"","106.2200","3.5381","4.7197","0.0089","79.3874"
"","106.2400","3.5388","4.7204","0.0087","79.3986"
"","106.2600","3.5394","4.7209","0.0094","79.4073"
"","106.2800","3.5401","4.7214","0.0116","79.4165"
"","106.3000","3.5407","4.7220","0.0126","79.4264"
"","106.3200","3.5414","4.7226","0.0126","79.4365"
"","106.3400","3.5420","4.7233","0.0122","79.4473"
"","106.3600","3.5427","4.7240","0.0117","79.4593"
"","106.3800","3.5434","4.7248","0.0114","79.4725"
"","106.4000","3.5441","4.7255","0.0113","79.4850"
"","106.4200","3.5447","4.7262","0.0111","79.4960"
"","106.4400","3.5454","4.7268","0.0108","79.5077"
"","106.4600","3.5461","4.7276","0.0105","79.5196"
"","106.4800","3.5467","4.7281","0.0101","79.5294"
"","106.5000","3.5474","4.7288","0.0099","79.5403"
"","106.5200","3.5481","4.7294","0.0095","79.5513"
"","106.5400","3.5488","4.7301","0.0092","79.5632"
"","106.5600","3.5494","4.7308","0.0090","79.5747"
"","106.5800","3.5501","4.7315","0.0088","79.5851"
"","106.6000","3.5507","4.7322","0.0086","79.5973"
"","106.6200","3.5514","4.7330","0.0099","79.6114"
"","106.6400","3.5522","4.7338","0.0121","79.6249"
"","106.6600","3.5528","4.7345","0.0128","79.6361"
"","106.6800","3.5535","4.7351","0.0125","79.6468"
"","106.7000","3.5541","4.7356","0.0122","79.6553"
"","106.7200","3.5548","4.7363","0.0118","79.6669"
"","106.7400","3.5554","4.7369","0.0115","79.6771"
"","106.7600","3.5561","4.7375","0.0113","79.6862"
"","106.7800","3.5567","4.7381","0.0109","79.6966"
"","106.8000","3.5574","4.7387","0.0106","79.7077"
"","106.8200","3.5581","4.7394","0.0104","79.7188"
"","106.8400","3.5588","4.7401","0.0100","79.7311"
"","106.8600","3.5594","4.7408","0.0096","79.7426"
"","106.8800","3.5601","4.7414","0.0094","79.7530"
"","106.9000","3.5607","4.7420","0.0093","79.7630"
"","106.9200","3.5614","4.7428","0.0091","79.7756"
"","106.9400","3.5621","4.7435","0.0089","79.7871"
"","106.9600","3.5627","4.7440","0.0089","79.7960"
"","106.9800","3.5634","4.7446","0.0112","79.8059"
"","107.0000","3.5640","4.7452","0.0125","79.8160"
"","107.0200","3.5647","4.7458","0.0127","79.8270"
"","107.0400","3.5653","4.7466","0.0125","79.8394"
"","107.0600","3.5660","4.7472","0.0122","79.8507"
"","107.0800","3.5667","4.7480","0.0118","79.8632"
"","107.1000","3.5674","4.7488","0.0114","79.8765"
"","107.1200","3.5681","4.7496","0.0110","79.8903"
"","107.1400","3.5688","4.7505","0.0108","79.9052"
"","107.1600","3.5695","4.7512","0.0107","79.9181"
"","107.1800","3.5702","4.7518","0.0102","79.9266"
"","107.2000","3.5708","4.7523","0.0098","79.9352"
"","107.2200","3.5714","4.7529","0.0096","79.9451"
"","107.2400","3.5721","4.7535","0.0094","79.9556"
"","107.2600","3.5727","4.7541","0.0090","79.9668"
"","107.2800","3.5734","4.7548","0.0086","79.9770"
"","107.3000","3.5741","4.7555","0.0085","79.9896"
"","107.3200","3.5748","4.7563","0.0108","80.0031"
"","107.3400","3.5755","4.7570","0.0127","80.0156"
"","107.3600","3.5762","4.7579","0.0131","80.0293"
"","107.3800","3.5769","4.7586","0.0127","80.0410"
"","107.4000","3.5776","4.7592","0.0122","80.0517"
"","107.4200","3.5782","4.7600","0.0119","80.0649"
"","107.4400","3.5789","4.7606","0.0118","80.0757"
"","107.4600","3.5795","4.7611","0.0115","80.0833"
"","107.4800","3.5801","4.7615","0.0112","80.0906"
"","107.5000","3.5807","4.7620","0.0109","80.0982"
"","107.5200","3.5814","4.7626","0.0105","80.1092"
"","107.5400","3.5820","4.7633","0.0103","80.1211"
"","107.5600","3.5827","4.7639","0.0100","80.1312"
"","107.5800","3.5834","4.7645","0.0098","80.1410"
"","107.6000","3.5840","4.7652","0.0093","80.1533"
"","107.6200","3.5847","4.7660","0.0090","80.1658"
"","107.6400","3.5854","4.7667","0.0090","80.1786"
"","107.6600","3.5860","4.7674","0.0090","80.1894"
"","107.6800","3.5867","4.7679","0.0113","80.1988"
"","107.7000","3.5873","4.7684","0.0127","80.2069"
"","107.7200","3.5880","4.7691","0.0130","80.2175"
"","107.7400","3.5887","4.7699","0.0127","80.2310"
"","107.7600","3.5893","4.7705","0.0123","80.2418"
"","107.7800","3.5900","4.7711","0.0119","80.2515"
"","107.8000","3.5906","4.7717","0.0117","80.2626"
"","107.8200","3.5913","4.7725","0.0114","80.2759"
"","107.8400","3.5921","4.7733","0.0111","80.2895"
"","107.8600","3.5928","4.7741","0.0107","80.3032"
"","107.8800","3.5935","4.7748","0.0104","80.3140"
"","107.9000","3.5941","4.7754","0.0101","80.3240"
"","107.9200","3.5948","4.7761","0.0098","80.3360"
"","107.9400","3.5954","4.7768","0.0096","80.3476"
"","107.9600","3.5961","4.7774","0.0093","80.3586"
"","107.9800","3.5967","4.7780","0.0091","80.3682"
"","108.0000","3.5974","4.7786","0.0089","80.3783"
"","108.0200","3.5981","4.7793","0.0099","80.3893"
"","108.0400","3.5988","4.7800","0.0124","80.4018"
"","108.0600","3.5994","4.7808","0.0133","80.4146"
"","108.0800","3.6001","4.7814","0.0130","80.4259"
"","108.1000","3.6008","4.7820","0.0125","80.4360"
"","108.1200","3.6014","4.7828","0.0123","80.4485"
"","108.1400","3.6021","4.7835","0.0121","80.4600"
"","108.1600","3.6028","4.7841","0.0116","80.4706"
"","108.1800","3.6034","4.7847","0.0113","80.4802"
"","108.2000","3.6040","4.7851","0.0110","80.4882"
"","108.2200","3.6047","4.7857","0.0106","80.4983"
"","108.2400","3.6053","4.7865","0.0104","80.5107"
"","108.2600","3.6060","4.7872","0.0103","80.5220"
"","108.2800","3.6067","4.7878","0.0100","80.5329"
"","108.3000","3.6074","4.7884","0.0097","80.5431"
"","108.3200","3.6081","4.7892","0.0095","80.5558"
"","108.3400","3.6088","4.7901","0.0092","80.5711"
"","108.3600","3.6095","4.7908","0.0089","80.5838"
"","108.3800","3.6102","4.7915","0.0109","80.5945"
"","108.4000","3.6108","4.7920","0.0127","80.6041"
"","108.4200","3.6115","4.7926","0.0132","80.6137"
"","108.4400","3.6121","4.7933","0.0131","80.6247"
"","108.4600","3.6127","4.7939","0.0126","80.6355"
"","108.4800","3.6134","4.7945","0.0123","80.6462"
"","108.5000","3.6141","4.7952","0.0119","80.6573"
"","108.5200","3.6147","4.7958","0.0116","80.6674"
"","108.5400","3.6154","4.7965","0.0113","80.6793"
"","108.5600","3.6161","4.7973","0.0110","80.6924"
"","108.5800","3.6168","4.7980","0.0107","80.7038"
"","108.6000","3.6175","4.7987","0.0104","80.7158"
"","108.6200","3.6181","4.7994","0.0102","80.7281"
"","108.6400","3.6188","4.8000","0.0099","80.7374"
"","108.6600","3.6194","4.8005","0.0096","80.7465"
"","108.6800","3.6200","4.8009","0.0093","80.7538"
"","108.7000","3.6206","4.8014","0.0092","80.7612"
"","108.7200","3.6213","4.8021","0.0091","80.7729"
"","108.7400","3.6220","4.8028","0.0112","80.7847"
"","108.7600","3.6227","4.8035","0.0129","80.7972"
"","108.7800","3.6234","4.8043","0.0134","80.8103"
